,11805,14/03/11,16/03/06,15/03/14,11МЕ003233коп,"ООО ""БОНА "", по адресу:  г. Воркута,ул. Ленина, д.56-А. ОГРН 1051100693896,в лице Павлюк Сергей Иванович.Тел.553-93. ИНН : 1103034229/110301001","магазин ""Эдельвейс"" г. Воркута,ул. Тиманская, д.12-А",  
,11805,14/03/11,16/03/06,15/03/14,11МЕ003233осн,"ООО ""БОНА "", по адресу:  г. Воркута,ул. Ленина, д.56-А. ОГРН 1051100693896,в лице Павлюк Сергей Иванович.Тел.553-93. ИНН : 1103034229/110301001", ,  
,11805,14/03/11,16/03/06,15/03/14,11МЕ003233коп,"ООО ""БОНА "", по адресу:  г. Воркута,ул. Ленина, д.56-А. ОГРН 1051100693896,в лице Павлюк Сергей Иванович.Тел.553-93. ИНН : 1103034229/110301001","закусочная ""Салюс"" г. Воркута,ул. Ленина, д.56-А",  
,11813,12/04/12,20/03/06,19/03/16,11МЕ004152коп,"ООО ""Бахус"", по адресу:  г. Воркута,бульвар Пищевиков, д.8. ОГРН 1021100810807,в лице Смаль Владимир Степанович. Тел.4-62-37. ИНН : 1103023322/110301001","магазин «Печора» г. Воркута,ул. Димитрова, д.7",  
,11813,12/04/12,20/03/06,19/03/16,11МЕ004152осн,"ООО ""Бахус"", по адресу:  г. Воркута,бульвар Пищевиков, д.8. ОГРН 1021100810807,в лице Смаль Владимир Степанович. Тел.4-62-37. ИНН : 1103023322/110301001", ,  
,11813,12/04/12,12/04/12,19/03/16,11МЕ004152коп,"ООО ""Бахус"", по адресу:  г. Воркута,бульвар Пищевиков, д.8. ОГРН 1021100810807,в лице Смаль Владимир Степанович. Тел.4-62-37. ИНН : 1103023322/110301001","магазин «Эконом» г. Воркута,ул. Московская, д.12",  
,11815,22/03/12,30/03/06,29/03/15,11МЕ004104,"Муниципальное унитарное предприятие ""Диета"" муниципального образования городского округа""Воркута"", по адресу:  г. Воркута,ул. Яновского, д.4 ""а"". ОГРН 1021100809510.,в лице Киценюк Татьяна Владимировна. Тел.3-67-66. ИНН : 1103004633/110301001","магазин «Диета» г. Воркута,ул. Яновского, д.4 «а»",  
,11822,15/03/12,27/03/06,26/03/15,11МЕ004088осн,"ООО ""Алигор"", по адресу:  г. Воркута,ул. Парковая, д.50. ОГРН 1051100691080,в лице Галочкин Игорь Евгеньевич. Тел.5-70-13. ИНН : 1103033401/110301001", ,  
,11822,15/03/12,27/03/06,26/03/15,11МЕ004088коп,"ООО ""Алигор"", по адресу:  г. Воркута,ул. Парковая, д.50. ОГРН 1051100691080,в лице Галочкин Игорь Евгеньевич. Тел.5-70-13. ИНН : 1103033401/110301001","закусочная «Чебуречная» г. Воркута,ул. Парковая, д. 50",  
,11823,14/03/11,05/07/07,26/03/16,11МЕ003231коп,"ООО ""Сезон"", по адресу:  г. Воркута,ул. Ленинградская, д. 47а. ОГРН 1051100694567,в лице Бесшапошников Игорь Зальмонтович. Тел.7-23-47, 3-09-67. ИНН : 1103034740/110301001","магазин «Зимний сад» г. Воркута,ул. 1-ая Линейная, д. 3",  
,11823,14/03/11,05/07/07,26/03/16,11МЕ003231коп,"ООО ""Сезон"", по адресу:  г. Воркута,ул. Ленинградская, д. 47а. ОГРН 1051100694567,в лице Бесшапошников Игорь Зальмонтович. Тел.7-23-47, 3-09-67. ИНН : 1103034740/110301001","магазин «Зимний сад» г. Воркута,ул. Ленинградская, д. 47-а",  
,11823,14/03/11,27/03/06,26/03/16,11МЕ003231коп,"ООО ""Сезон"", по адресу:  г. Воркута,ул. Ленинградская, д. 47а. ОГРН 1051100694567,в лице Бесшапошников Игорь Зальмонтович. Тел.7-23-47, 3-09-67. ИНН : 1103034740/110301001","магазин «Продукты» г. Воркута,ул. Тиманская, д. 4",  
,11823,14/03/11,27/03/06,26/03/16,11МЕ003231осн,"ООО ""Сезон"", по адресу:  г. Воркута,ул. Ленинградская, д. 47а. ОГРН 1051100694567,в лице Бесшапошников Игорь Зальмонтович. Тел.7-23-47, 3-09-67. ИНН : 1103034740/110301001", ,  
,11827,12/04/11,13/04/06,12/04/13,11МЕ003307,"ООО ""Люкс"", по адресу:  г. Воркута,ул. Московская, д.17. ОГРН 1021100809586,в лице Когут Николай Иванович. Тел.3-91-78. ИНН : 1103015642/110301001","магазин «Люкс» г. Воркута,ул. Московская, д. 17",  
,11831,14/03/11,29/03/06,28/03/14,11МЕ003230коп,"ООО «Риф», по адресу:  г. Воркута,ул. Гагарина, д.5, кв.37. ОГРН 1061103000298,в лице Сербаев Сергей Александрович. Тел.6-20-77. ИНН : 1103036610/110301001","магазин ""Огонек"" г. Воркута,ул. Димитрова, д.11",  
,11831,14/03/11,29/03/06,28/03/14,11МЕ003230коп,"ООО «Риф», по адресу:  г. Воркута,ул. Гагарина, д.5, кв.37. ОГРН 1061103000298,в лице Сербаев Сергей Александрович. Тел.6-20-77. ИНН : 1103036610/110301001","кафе ""Ветеран"" г. Воркута,ул. Гагарина, д.5",  
,11831,14/03/11,29/03/06,28/03/14,11МЕ003230осн,"ООО «Риф», по адресу:  г. Воркута,ул. Гагарина, д.5, кв.37. ОГРН 1061103000298,в лице Сербаев Сергей Александрович. Тел.6-20-77. ИНН : 1103036610/110301001", ,  
,11835,05/03/11,31/03/06,30/03/14,11МЕ003221коп,"ООО ""Оптторг"", по адресу:  г. Воркута,ул. Яновского, д.2а. ОГРН 1021100809421,в лице Гочелашвили Тина Аваловна. Тел.5-52-90, 3-34-80. ИНН : 1103025263/110301001","магазин ""Глобус"" г. Воркута,ул. Ленина, д.48-Б",  
,11835,05/03/11,31/03/06,30/03/14,11МЕ003221коп,"ООО ""Оптторг"", по адресу:  г. Воркута,ул. Яновского, д.2а. ОГРН 1021100809421,в лице Гочелашвили Тина Аваловна. Тел.5-52-90, 3-34-80. ИНН : 1103025263/110301001","магазин ""Продукты"" г. Воркута,ул. Пионерская, д.28",  
,11835,05/03/11,31/03/06,30/03/14,11МЕ003221осн,"ООО ""Оптторг"", по адресу:  г. Воркута,ул. Яновского, д.2а. ОГРН 1021100809421,в лице Гочелашвили Тина Аваловна. Тел.5-52-90, 3-34-80. ИНН : 1103025263/110301001", ,  
,11835,05/03/11,31/03/06,30/03/14,11МЕ003221коп,"ООО ""Оптторг"", по адресу:  г. Воркута,ул. Яновского, д.2а. ОГРН 1021100809421,в лице Гочелашвили Тина Аваловна. Тел.5-52-90, 3-34-80. ИНН : 1103025263/110301001","магазин ""Глобус"" г. Воркута,ул. Яновского, д.2-А",  
,11838,19/07/11,04/04/06,03/04/13,11МЕ003626осн,"ООО ""Атон "", по адресу:  г. Воркута,п. Северный, ул. Крупской, д.21. ОГРН 1051100690244,в лице Ляшкевич Татьяна Евгеньевна. Тел.5-04-04. ИНН : 1103033627/110301001", ,  
,11838,19/07/11,04/04/06,03/04/13,11МЕ003626коп,"ООО ""Атон "", по адресу:  г. Воркута,п. Северный, ул. Крупской, д.21. ОГРН 1051100690244,в лице Ляшкевич Татьяна Евгеньевна. Тел.5-04-04. ИНН : 1103033627/110301001","магазин «Сокол» г. Воркута,п. Северный, ул. Крупской, д. 21",  
,11848,30/03/11,17/07/06,11/04/14,11МЕ003362коп,"ООО ""ВОРТА ЛТД"", по адресу:  г. Воркута,ул. Гоголя, д.9, кв.63. ОГРН 1061103000012,в лице Лыс Владимир Юстинович. Тел.7-21-78. ИНН : 1103036480/110301001","магазин ""Продукты"" г. Воркута,ул. Московская, д.18",  
,11848,30/03/11,21/01/11,11/04/14,11МЕ003362коп,"ООО ""ВОРТА ЛТД"", по адресу:  г. Воркута,ул. Гоголя, д.9, кв.63. ОГРН 1061103000012,в лице Лыс Владимир Юстинович. Тел.7-21-78. ИНН : 1103036480/110301001","бар бильярдного клуба «Фаворит» г. Воркута,ул. Тиманская, 10-Б",  
,11848,30/03/11,12/04/06,11/04/14,11МЕ003362коп,"ООО ""ВОРТА ЛТД"", по адресу:  г. Воркута,ул. Гоголя, д.9, кв.63. ОГРН 1061103000012,в лице Лыс Владимир Юстинович. Тел.7-21-78. ИНН : 1103036480/110301001","магазин ""Продукты"" г. Воркута,ул. Гоголя, д.7",  
,11848,30/03/11,12/04/06,11/04/14,11МЕ003362осн,"ООО ""ВОРТА ЛТД"", по адресу:  г. Воркута,ул. Гоголя, д.9, кв.63. ОГРН 1061103000012,в лице Лыс Владимир Юстинович. Тел.7-21-78. ИНН : 1103036480/110301001", ,  
,11856,13/04/12,18/08/11,13/04/13,11МЕ004157коп,"ООО ""Хоттей"", по адресу:  г. Воркута,ул. Дончука, д. 8а, кв. 144. ОГРН 1051100696283,в лице Грушовецкая Елена Владимировна. Тел.2-18-11. ИНН : 1103036113/110301001","магазин «Родник» г. Воркута,ул. Дончука, д.12",  
,11856,13/04/12,24/12/08,13/04/13,11МЕ004157коп,"ООО ""Хоттей"", по адресу:  г. Воркута,ул. Дончука, д. 8а, кв. 144. ОГРН 1051100696283,в лице Грушовецкая Елена Владимировна. Тел.2-18-11. ИНН : 1103036113/110301001","магазин «Продукты» г. Воркута,ул. Чернова, д.5-А",  
,11856,13/04/12,14/04/06,13/04/13,11МЕ004157осн,"ООО ""Хоттей"", по адресу:  г. Воркута,ул. Дончука, д. 8а, кв. 144. ОГРН 1051100696283,в лице Грушовецкая Елена Владимировна. Тел.2-18-11. ИНН : 1103036113/110301001", ,  
,11862,18/04/11,19/04/06,18/04/14,11МЕ003311,"ООО ""Фирма Лика"", по адресу:  г. Воркута,ул. Дорожная, д. 4. ОГРН 1051100697141,в лице Кривущенко Ирина Ивановна. Тел.217-98. ИНН : 1103036385/110301001","магазин «Продукты» г. Воркута,ул. Дорожная, д. 4",  
