Реестр  действующих лицензии на розничную продажу алкогольной продукции в  Калининградской области (на 01.10.2012 г.),,,,,,,,,,,,,,,,,,,,,
№ лиц.:,До:,ОПФ:,Лицо:,Адрес:,ИНН:,Район:,Город:,Селение:,Улица:,Дом:,Корпус:,Квартира:,Ориентир,Описание,,,,,,,
39/АЛК/12/523,10/09/2014,ООО,"""Фирма ""САША""""","238743, Калининградская обл., Краснознаменский р-н, п. Добровольск, ул. Победы, д. 46",3919003821,Краснознаменский р-н,,п. Добровольск,пл. Героев,д. 1,,,,литер II из лит.А,,,,,,,
39/АЛК/10/29,04/02/2015,ООО,"""Фирма ""Форто-Ранта""","236017, г. Калининград, ул. Саратовская, д. 16",3905015182,,Светловский ГО,,Балтийское шоссе,16 км.,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/13,13/01/2013,ООО,"""Фишер""","236000, Калининградская обл., г. Калининград, пр-кт Ленинский, д. 18",3906158320,,г. Калининград,,ул. Генделя,д. 5,,,"ул. Ушакова, д. 6",ресторан,,,,,,,
39/АЛК/12/231,05/05/2013,ООО,"""Флагман Балтики""","238580, Калининградская обл., г. Пионерский, ул. Южная, д. 8, кв. 4",3910004122,,г. Пионерский,,ул. Шаманова,д. 1,,,,литер А1,,,,,,,
39/АЛК/08/169,04/06/2013,ООО,"""Фортеция""","236030, Калининградская обл., г. Калининград, пр-кт Московский, д. 40",3906092937,,г. Черняховск,,ул. Октябрьская,д. 4-а,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/319,18/06/2015,ООО,"""Фортуна""","238210, Калининградская обл., г. Гвардейск, ул. Мира, д. 4",3916003051,,г. Гвардейск,,ул. Жукова Маршала,д. 20-а,,,,,,,,,,,
39/АЛК/12/298,08/06/2017,ООО,"""Фортуна""","236000, Калининградская обл., г. Калининград, ул. Косм.Леонова, д. 16",3904605365,,г. Калининград,,ул. Транспортная,д. 3-а,,,,,,,,,,,
39/АЛК/11/42,04/02/2016,ООО,"""Фортуна""","238310, Калининградская обл., Гурьевский р-н, п. Васильково, ул. Окружная, д. 1, кв. 27",3917026372,,г. Калининград,,ул. Лесопильная,д. 58-68,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/396,27/07/2013,ООО,"""ФРВ""","238550, Калининградская обл., г. Светлогорск, ул. Мичурина, д. 4",3912011654,,г. Светлогорск,,ул. Ленина,,кафе,,район центральной площади,,,,,,,,
39/АЛК/11/415,20/06/2014,ООО,"""Фрегат-Светлогорск""","238550, Калининградская обл., г. Светлогорск, ул. Преображенского, д. 3-а, кв. 13",3912008549,,г. Светлогорск,,ул. Октябрьская,д. 10,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/11/692,02/11/2012,ООО,"""ФУД-МАСТЕР""","236006, Калининградская обл., г. Калининград, пр-кт Ленинский, д. 30",3906147103,,г. Калининград,,пр-кт Ленинский,д. 30,3-й этаж,кафе,,,,,,,,,
39/АЛК/11/426,20/06/2016,ООО,"""ФУНД-сервис и Т""","236004, Калининградская обл., г. Калининград, ул. З.Космодемьянской, д. 37",3907039171,,г. Калининград,,пр-кт Победы,д. 65,,,,,,,,,,,
39/АЛК/11/659,19/10/2012,ООО,"""ХДДН""","238550, Калининградская обл., г. Светлогорск, ул. Морская, д. 11",3912000740,,г. Светлогорск,,пер. Береговой,д. 8,,,,,,,,,,,
39/АЛК/09/820,24/12/2012,ООО,"""Хмель""","236000, г. Калининград, ул. А.Невского, д. 205",3906213540,,г. Калининград,,пл. Победы,д. 10,ресторан,,,,,,,,,,
39/АЛК/07/340,20/11/2012,ООО,"""ХОТА""","236010, Калининградская обл., г. Калининград, ул. Вагоностроительная, д. 5",3905040100,Гурьевский р-н,,п. Свободное,,д. 5,,,,кафе,,,,,,,
39/АЛК/12/490,24/08/2013,ООО,"""Центрум""","238750, Калининградская обл., Неманский р-н, п. Жилино, ул. Центральная, д. 1",3909000444,Неманский р-н,,п. Жилино,ул. Центральная,д. 1,,,,,,,,,,,
39/АЛК/11/691,02/11/2016,ООО,"""ЦИМУС ПЛЮС""","238300, Калининградская обл., г. Гурьевск, ул. Ленина, д. 18",3917511315,,г. Гурьевск,,ул. Ленина,д. 18,,,,,,,,,,,
39/АЛК/10/23,28/01/2013,ООО,"""Цитрон""","236010, г. Калининград, ул. Огарева, д. 11, кв. 3",3905610142,,г. Калининград,,ул. Озерная,д. 25-в,,,,литер А,,,,,,,
39/АЛК/12/179,06/04/2013,ООО,"""Чайка""","238580, Калининградская обл., пгт Янтарный, ул. Лесная, д. 2-в",3912012087,,,пгт Янтарный,ул. Лесная,д. 2-в,,,,,,,,,,,
39/АЛК/12/437,10/08/2013,ООО,"""Чайный клуб""","236040, Калининградская обл., г. Калининград, ул. Житомирская, д. 22-24",3906265153,,г. Калининград,,ул. Житомирская,д. 22-24,кафе,,,литер I из лит.А,,,,,,,
39/АЛК/09/666,22/10/2012,ООО,"""Черепица""","236000, Калининградская обл., г. Калининград, ул. Горького, д. 55",3906209039,,г. Калининград,,ул. Горького,д. 55,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/10/359,17/09/2015,ООО,"""Черняховская Торговая Лавка - ПЛЮС""","238150, Калининградская обл., г. Черняховск, ул. Туннельная, д. 13",3914013826,,г. Черняховск,,ул. Черняховского,д. 58,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/11/515,14/07/2014,ПО,"""Черняховское районное потребительское общество""","238100, Калининградская обл., г. Черняховск, ул. Тельмана, д. 10",3914001620,Черняховский р-н,,п. Тимофеевка,ул. Победы,д. 11,,,магазин № 17,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/377,06/07/2013,ООО,"""ЧЕРНЯХОВСКСЕРВИСПРОД""","238100, Калининградская обл., г. Черняховск, ул. Советская, д. 6",3914120320,,г. Черняховск,,ул. Советская,д. 6,кафе,,,литер К,,,,,,,
39/АЛК/09/698,12/11/2012,ООО,"""Честер""","236019, г. Калининград, ул. Докука, д. 9",3904608052,,г. Калининград,,ул. Докука,д. 9,,,,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/15,13/01/2013,ООО,"""Чёрный кот""","236039, Калининградская обл., г. Калининград, ул. Горького, д. 117-139",3907030450,,г. Калининград,,ул. Горького,д. 117-139,кафе,,,литер II из литера А,,,,,,,
39/АЛК/11/492,08/07/2016,ООО,"""ШАТО-Калининград""","236000, Калининградская обл., г. Калининград, ул. Дм.Донского, д. 17",3905042820,,г. Калининград,,пр-кт Мира,д. 17-а,закусочная,,,с содержанием этилового спирта не более 15% объёма готовой продукции,,,,,,,
39/АЛК/12/350,29/06/2013,ООО,"""ШАФИГИН""","236000, Калининградская обл., г. Калининград, туп. Зоологический, д. 10",3904076601,,г. Калининград,,туп. Зоологический,д. 10,,,,закусочная,,,,,,,
39/АЛК/09/753,03/12/2012,ООО,"""Шафран""","236000, г. Калининград, пр-кт Мира, д. 41-43",3905609027,,г. Калининград,,пр-кт Мира,д. 41-43,,,3-ий этаж,без ограничения содержания этилового спирта в готовой продукции,,,,,,,
39/АЛК/12/390,20/07/2016,ООО,"""Шевченко""","236000, Калининградская обл., г. Калининград, пр-кт Советский, д. 198-а",3904070769,,г. Калининград,"с/т ""Радуга""",ул. Лейт.Катина,д. 90,,,,,,,,,,,
39/АЛК/12/232,05/05/2013,ООО,"""Шепот кафе""","236000, Калининградская обл., г. Калининград, ул. Горького, д. 55",3906190476,,г. Калининград,,ул. Горького,д. 55,,,,литер I из лит.А,,,,,,,
